orden,sitios,codigo,fecha,año,campaña,tem_agua,tem_aire,od,ph,olores,color,espumas,mat_susp,colif_fecales_ufc_100ml,escher_coli_ufc_100ml,enteroc_ufc_100ml,nitrato_mg_l,nh4_mg_l,p_total_l_mg_l,fosf_ortofos_mg_l,dbo_mg_l,dqo_mg_l,turbiedad_ntu,hidr_deriv_petr_ug_l,cr_total_mg_l,cd_total_mg_l,clorofila_a_ug_l,microcistina_ug_l,ica,calidad_de_agua,gobierno_local,sitio,latitud,longitud,Poblacion_partido,Personas_con_cloacas,Actividad_principal,"Agricultura, ganadería, caza y silvicultura",Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,Explotación de minas y canteras,Industria Manufacturera,"Electricidad, gas y agua",Construcción,Servicios
19.0,Costanera Norte - Espigón Abanico,CA044,25/8/2021,2021.0,invierno,14.5,,8.6,7.6,Ausencia,Ausencia,Ausencia,Ausencia,13000,6000,3100,3.4,1.8,0.08,0.19,<5,<50,31,<100,<0.01,<0.001,<0.010,<0.20,41,Extremadamente deteriorada,CABA,Costanera norte espigón abanico,-34.547.089,-58.430.231,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
19.0,Costanera Norte - Espigón Abanico,CA044,27/10/2021,2021.0,primavera,24.9,no se midió,8.1,8.1,Ausencia,Ausencia,Ausencia,Ausencia,35000,5200,6100,4.4,1.7,0.25,0.27,6.9,35,13,<100,<0.005,<0.001,0.01246,<0.20,39,Extremadamente deteriorada,CABA,Costanera norte espigón abanico,-34.547.089,-58.430.231,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
20.0,Club de Pescadores,CA046,24/2/2021,2021.0,verano,24.9,27,6.4,7.7,Ausencia,Ausencia,Ausencia,Ausencia,4000,3600,800,no se midió,0.3,0.69,no se midió,<5,<50,91,<100,<10,0.02,0,<0.15,42,Extremadamente deteriorada,CABA,Club de pescadores,-34.563.231,-58.404.119,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
20.0,Club de Pescadores,CA046,19/5/2021,2021.0,otoño,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,CABA,Club de pescadores,-34.563.231,-58.404.119,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
20.0,Club de Pescadores,CA046,25/8/2021,2021.0,invierno,14.7,,8.6,7.6,Ausencia,Ausencia,Ausencia,Ausencia,4000,3800,810,3.6,1.8,0.08,0.2,<5,<50,31,<100,<0.01,<0.001,<0.010,<0.20,45,Muy deteriorada,CABA,Club de pescadores,-34.563.231,-58.404.119,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
20.0,Club de Pescadores,CA046,27/10/2021,2021.0,primavera,24.2,no se midió,7.8,7.7,Ausencia,Ausencia,Ausencia,Ausencia,100000,45000,490,6.1,2.5,<0.20,0.17,5.7,35,21,<100,<0.005,<0.001,0.01483,<0.20,38,Extremadamente deteriorada,CABA,Club de pescadores,-34.563.231,-58.404.119,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
21.0,Reserva Ecológica Costanera Sur - Playita,CA047,24/2/2021,2021.0,verano,26.5,no se midió,8.7,8.1,Ausencia,Ausencia,Ausencia,Ausencia,380,340,30,no se midió,0.8,0.76,no se midió,<5,<50,105,<100,<10,0.021,0,<0.15,46,Muy deteriorada,CABA,Reserva ecológica costanera sur playita,-34.612.761,-58.340.611,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
21.0,Reserva Ecológica Costanera Sur - Playita,CA047,19/5/2021,2021.0,otoño,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,CABA,Reserva ecológica costanera sur playita,-34.612.761,-58.340.611,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
21.0,Reserva Ecológica Costanera Sur - Playita,CA047,25/8/2021,2021.0,invierno,15.5,,9,7.7,Ausencia,Ausencia,Ausencia,Ausencia,12000,1200,360,3.5,2.06,0.1,0.42,<5,<50,39.6,<100,<0.01,<0.001,<0.010,<0.20,46,Muy deteriorada,CABA,Reserva ecológica costanera sur playita,-34.612.761,-58.340.611,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
21.0,Reserva Ecológica Costanera Sur - Playita,CA047,27/10/2021,2021.0,primavera,23.8,no se midió,7.9,7.6,Ausencia,Ausencia,Ausencia,Ausencia,3000,230,240,4.7,<0.05,0.33,0.31,5.2,38,10,<100,<0.005,<0.001,0.00059,<0.20,52,Muy deteriorada,CABA,Reserva ecológica costanera sur playita,-34.612.761,-58.340.611,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
,,EN AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ensenada,Boca cerrada (res. extra nat. punta Lara),-34.781.253,-58.008.481,63.997,37.375,"""siderúrgica y refineria de petroleo""",,,,,,,
33.0,Boca Cerrada (Res.Nat. Punta Lara),EN-adic,27/10/2021,2021.0,primavera,no se midió,28,no se midió,no se midió,Ausencia,Ausencia,Ausencia,Ausencia,6000,200,20,7.5,0.07,0.43,0.19,5.6,61,31,<100,0.0059,<0.001,0.07891,<0.20,46,Muy deteriorada,,,,,,,,,,,,,,
33.0,Camping Eva Perón,EN081,24/2/2021,2021.0,verano,23.8,20,8.27,7.98,Ausencia,Ausencia,Ausencia,Ausencia,2200,50,30,7,0.16,1.1,0.41,3.1,<30,39,<100,<5.0,<0.001,0.035,<0.15,51,Muy deteriorada,Ensenada,Camping Eva Perón,-34.820.711,-57.965.319,63.997,37.375,"""siderúrgica y refineria de petroleo""",,,,,,,
33.0,Camping Eva Perón,EN081,19/5/2021,2021.0,otoño,12.9,12,12.04,9.32,Ausencia,Ausencia,Ausencia,Ausencia,300,20,10,5.4,7,0.57,0.57,4.1,8.8,<30,60,<100,<0.005,<0.001,<10.000,56,Muy deteriorada,Ensenada,Camping Eva Perón,-34.820.711,-57.965.319,63.997,37.375,"""siderúrgica y refineria de petroleo""",,,,,,,
33.0,Camping Eva Perón,EN081,25/8/2021,2021.0,invierno,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,Ensenada,Camping Eva Perón,-34.820.711,-57.965.319,63.997,37.375,"""siderúrgica y refineria de petroleo""",,,,,,,
34.0,Camping Eva Perón,EN081,27/10/2021,2021.0,primavera,22.7,27,12.22,9.18,Ausencia,Ausencia,Ausencia,Ausencia,300,20,4,6.9,0.14,0.33,0.16,7.1,82,45,<100,<0.005,<0.001,0.11036,<0.20,58,Muy deteriorada,Ensenada,Camping Eva Perón,-34.820.711,-57.965.319,63.997,37.375,"""siderúrgica y refineria de petroleo""",,,,,,,
34.0,Toma de agua Club de Pesca,EN082,24/2/2021,2021.0,verano,24.5,20,4.1,7.58,Ausencia,Ausencia,Ausencia,Ausencia,1300,100,280,7.5,0.2,0.88,0.33,<2.0,<30,40,<100,8.7,<0.001,0.015,<0.15,50,Muy deteriorada,,,,,,,,,,,,,,
34.0,Toma de agua Club de Pesca,EN082,19/5/2021,2021.0,otoño,14.2,12,11.48,8.95,Ausencia,Ausencia,Ausencia,Ausencia,400,30,10,6.4,0.26,0.26,0.26,2.1,2.8,<30,45,<100,<0.005,<0.001,<10.000,72,Deteriorada,,,,,,,,,,,,,,
34.0,Toma de agua Club de Pesca,EN082,25/8/2021,2021.0,invierno,11.4,4,12.47,9.44,Ausencia,Ausencia,Ausencia,Ausencia,300,100,110,5.1,1.1,0.41,0.37,8.8,47,31,<100,<0.005,<0.001,0.131,<0.20,58,Muy deteriorada,,,,,,,,,,,,,,
35.0,Toma de agua Club de Pesca,EN082,27/10/2021,2021.0,primavera,24.7,27,8.57,8.17,Ausencia,Ausencia,Ausencia,Ausencia,100,5,6,6.2,0.61,0.21,0.18,2.1,<30,14,<100,<0.005,<0.001,<0.01,<0.20,65,Deteriorada,,,,,,,,,,,,,,
35.0,Arroyo El Gato,EN083,24/2/2021,2021.0,verano,22.9,20,0.59,7.36,Ausencia,Ausencia,Ausencia,Presencia,3000,400,300,6.6,2.4,1,0.63,5.8,<30,36,<100,<5.0,<0.001,0.011,<0.15,40,Extremadamente deteriorada,,,,,,,,,,,,,,
35.0,Arroyo El Gato,EN083,19/5/2021,2021.0,otoño,14.5,11,4.47,7.68,Ausencia,Ausencia,Ausencia,Ausencia,10000,2800,1600,6.5,4.3,0.38,0.38,3.8,12,<30,16,<100,<0.005,<0.001,<10.000,38,Extremadamente deteriorada,,,,,,,,,,,,,,
35.0,Arroyo El Gato,EN083,25/8/2021,2021.0,invierno,12.1,4,12.72,9.25,Ausencia,Ausencia,Ausencia,Ausencia,700,20,50,4.4,0.7,<0.20,0.11,5.2,<30,23,<100,<0.005,<0.001,<0.010,<0.20,67,Deteriorada,,,,,,,,,,,,,,
36.0,Arroyo El Gato,EN083,27/10/2021,2021.0,primavera,22.4,27,3.91,7.56,Ausencia,Ausencia,Ausencia,Ausencia,6100,5100,660,4.6,4.1,0.28,<0.10,12,48,15,<100,<0.005,<0.001,<0.01,<0.20,39,Extremadamente deteriorada,,,,,,,,,,,,,,
36.0,Ensenada Prefectura Isla Santiago,EN084,24/2/2021,2021.0,verano,24.7,20,5.61,7.67,Ausencia,Ausencia,Ausencia,Ausencia,160,120,90,8.2,0.1,0.61,0.25,<2.0,<30,26,<100,<5.0,<0.001,0.009,<0.15,57,Muy deteriorada,Ensenada,Ensenada prefectura isla Santiago,-34.833.911,-57.880.211,63.997,37.375,"""siderúrgica y refineria de petroleo""",,,,,,,
36.0,Ensenada Prefectura Isla Santiago,EN084,19/5/2021,2021.0,otoño,14.4,11,9.11,8.1,Ausencia,Ausencia,Ausencia,Ausencia,600,100,20,8.1,0.06,0.23,0.23,3.2,2.2,<30,39,<100,<0.005,<0.001,<10.000,74,Deteriorada,Ensenada,Ensenada prefectura isla Santiago,-34.833.911,-57.880.211,63.997,37.375,"""siderúrgica y refineria de petroleo""",,,,,,,
36.0,Ensenada Prefectura Isla Santiago,EN084,25/8/2021,2021.0,invierno,12.9,4,9.27,8.04,Ausencia,Ausencia,Ausencia,Ausencia,500,100,380,3.5,2.9,0.28,0.14,6.3,<30,19,<100,<0.005,<0.001,<0.010,<0.20,60,Muy deteriorada,Ensenada,Ensenada prefectura isla Santiago,-34.833.911,-57.880.211,63.997,37.375,"""siderúrgica y refineria de petroleo""",,,,,,,
37.0,Ensenada Prefectura Isla Santiago,EN084,27/10/2021,2021.0,primavera,22,27,8.7,8.15,Ausencia,Ausencia,Ausencia,Ausencia,400,100,225,7.9,0.74,0.22,0.13,3.9,41,25,<100,<0.005,<0.001,0.02492,<0.20,58,Muy deteriorada,Ensenada,Ensenada prefectura isla Santiago,-34.833.911,-57.880.211,63.997,37.375,"""siderúrgica y refineria de petroleo""",,,,,,,
27.0,Espora 400 m,QU061,24/2/2021,2021.0,verano,24.9,18,4.84,7.36,Ausencia,Ausencia,Ausencia,Ausencia,1800,520,90,4,1.5,1.2,0.51,no se midió,<30,23,<100,<5.0,<0.001,0.027,<0.15,45,Muy deteriorada,Quilmes,Espora 400 m,-3.469.195,-58.253.889,633.391,469.008,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,5.0,1.0,0.0,3.0,2.0,2.0,2.0
27.0,Espora 400 m,QU061,19/5/2021,2021.0,otoño,14.5,11,8.65,7.47,Ausencia,Ausencia,Ausencia,Presencia,6000,1000,20,3.8,1.4,0.87,0.87,8.9,12,<30,50,<100,<0.005,<0.001,<10.000,44,Extremadamente deteriorada,Quilmes,Espora 400 m,-3.469.195,-58.253.889,633.391,469.008,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,5.0,1.0,0.0,3.0,2.0,2.0,2.0
27.0,Espora 400 m,QU061,25/8/2021,2021.0,invierno,14.5,7,9.29,7.29,Ausencia,Ausencia,Ausencia,Presencia,12000,50,5,3.2,0.1,0.52,0.41,6.6,<30,29,<100,<0.005,<0.001,<0.010,<0.20,49,Muy deteriorada,Quilmes,Espora 400 m,-3.469.195,-58.253.889,633.391,469.008,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,5.0,1.0,0.0,3.0,2.0,2.0,2.0
27.0,Espora 400 m,QU061,27/10/2021,2021.0,primavera,23.1,28,8.83,7.43,Presencia,Ausencia,Ausencia,Ausencia,4000,500,5,<2.0,0.8,0.24,0.53,6.2,37,9.9,<100,<0.005,<0.001,0.02017,<0.20,50,Muy deteriorada,Quilmes,Espora 400 m,-3.469.195,-58.253.889,633.391,469.008,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,5.0,1.0,0.0,3.0,2.0,2.0,2.0
28.0,Náutico 400 m,QU062,24/2/2021,2021.0,verano,20.8,18,7.17,7.57,Ausencia,Ausencia,Ausencia,Ausencia,3800,1000,180,4.4,1.2,0.98,0.49,no se midió,<30,22,<100,<5.0,<0.001,0.04,<0.15,44,Extremadamente deteriorada,,,,,,,,,,,,,,
28.0,Náutico 400 m,QU062,19/5/2021,2021.0,otoño,14,11,6.99,7.5,Ausencia,Ausencia,Ausencia,Presencia,5000,2800,40,4.3,3,0.53,0.53,4,4.3,<30,95,<100,<0.005,<0.001,<10.000,44,Extremadamente deteriorada,,,,,,,,,,,,,,
28.0,Náutico 400 m,QU062,25/8/2021,2021.0,invierno,13.6,7,8.97,8.24,Ausencia,Ausencia,Ausencia,Ausencia,2000,100,10,4.8,0.2,0.38,0.29,6.8,<30,30,<100,<0.005,<0.001,<0.010,<0.20,64,Muy deteriorada,,,,,,,,,,,,,,
28.0,Náutico 400 m,QU062,27/10/2021,2021.0,primavera,23.5,28,8.84,7.59,Ausencia,Ausencia,Ausencia,Ausencia,3000,100,34,5.1,1.6,0.32,0.29,5.8,36,16,<100,<0.005,<0.001,0.04213,<0.20,53,Muy deteriorada,,,,,,,,,,,,,,
29.0,Pejerrey Club 400 m,QU063,24/2/2021,2021.0,verano,25.5,18,4.66,7.34,Ausencia,Ausencia,Ausencia,Presencia,400,380,30,5.1,0.76,1,0.43,4,<30,31,<100,<5.0,<0.001,0.018,0.8,46,Muy deteriorada,,,,,,,,,,,,,,
29.0,Pejerrey Club 400 m,QU063,19/5/2021,2021.0,otoño,15,11,7.58,7.42,Ausencia,Ausencia,Ausencia,Ausencia,7000,2000,10,4.4,0.82,0.73,0.73,7,4.5,<30,70,<100,0.005,<0.001,<10.000,48,Muy deteriorada,,,,,,,,,,,,,,
29.0,Pejerrey Club 400 m,QU063,25/8/2021,2021.0,invierno,13.1,7,8.63,7.93,Ausencia,Ausencia,Ausencia,Ausencia,10000,500,140,3.7,1,0.46,0.34,8.1,<30,18,<100,<0.005,<0.001,<0.010,<0.20,47,Muy deteriorada,,,,,,,,,,,,,,
29.0,Pejerrey Club 400 m,QU063,27/10/2021,2021.0,primavera,24.3,28,13.18,8.11,Ausencia,Ausencia,Ausencia,Ausencia,2800,100,40,2.9,0.6,0.57,0.51,4.4,88,11,<100,<0.005,<0.001,0.07239,<0.20,49,Muy deteriorada,,,,,,,,,,,,,,
10.0,Del Arca,SF015,24/2/2021,2021.0,verano,26,26,3.84,6.92,Ausencia,Ausencia,Ausencia,Ausencia,4000,2500,960,3.5,1.7,0.84,0.36,3,<30,55,<100,<5.0,<0.001,0,<0.15,41,Extremadamente deteriorada,San Fernando,Del arca,-34.438.919,-58.536.519,171.616,157.308,"""Actividad náutica""",2.0,7.0,0.0,5.0,7.0,7.0,5.0
10.0,Del Arca,SF015,19/5/2021,2021.0,otoño,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,San Fernando,Del arca,-34.438.919,-58.536.519,171.616,157.308,"""Actividad náutica""",2.0,7.0,0.0,5.0,7.0,7.0,5.0
10.0,Del Arca,SF015,25/8/2021,2021.0,invierno,18,12,5.95,7.32,Ausencia,Ausencia,Ausencia,Ausencia,3000,100,40,2.3,1,0.26,0.3,2.7,<30,25,<100,<0.005,<0.001,<0.010,<0.20,60,Muy deteriorada,San Fernando,Del arca,-34.438.919,-58.536.519,171.616,157.308,"""Actividad náutica""",2.0,7.0,0.0,5.0,7.0,7.0,5.0
10.0,Del Arca,SF015,27/10/2021,2021.0,primavera,22,25,3.61,8.13,Ausencia,Ausencia,Ausencia,Ausencia,3000,300,30,<2.0,1.1,0.27,0.29,2.3,57,17,<100,<0.005,<0.001,0.00178,<0.20,51,Muy deteriorada,San Fernando,Del arca,-34.438.919,-58.536.519,171.616,157.308,"""Actividad náutica""",2.0,7.0,0.0,5.0,7.0,7.0,5.0
11.0,Espigón La Farola,SI021,24/2/2021,2021.0,verano,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,,,,,,,,,,,,,,
11.0,Espigón La Farola,SI021,19/5/2021,2021.0,otoño,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,,,,,,,,,,,,,,
11.0,Espigón La Farola,SI021,25/8/2021,2021.0,invierno,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,,,,,,,,,,,,,,
11.0,Espigón La Farola,SI021,27/10/2021,2021.0,primavera,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,no se midió,,,,,,,,,,,,,,
12.0,Reserva Ecológica,SI022,24/2/2021,2021.0,verano,27.8,28,4.84,7.69,Ausencia,Ausencia,Ausencia,Ausencia,5100,2000,260,4.6,0.69,0.85,0.3,<2.0,<30,27,<100,<5.0,<0.001,0.001,<0.15,42,Extremadamente deteriorada,San Isidro,Reserva ecológica,-34.465.281,-58.493.061,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
12.0,Reserva Ecológica,SI022,19/5/2021,2021.0,otoño,16,17,9.37,8.01,Ausencia,Ausencia,Ausencia,Ausencia,88000,6000,1300,6.6,0.97,0.27,0.27,8.7,4.5,<30,210,<100,<0.005,<0.001,<10.000,36,Extremadamente deteriorada,San Isidro,Reserva ecológica,-34.465.281,-58.493.061,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
12.0,Reserva Ecológica,SI022,25/8/2021,2021.0,invierno,16,13.5,8.02,7.52,Ausencia,Ausencia,Ausencia,Ausencia,1000,1000,100,7,0.8,0.35,0.35,5.5,<30,20,<100,<0.005,<0.001,<0.010,<0.20,58,Muy deteriorada,San Isidro,Reserva ecológica,-34.465.281,-58.493.061,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
12.0,Reserva Ecológica,SI022,27/10/2021,2021.0,primavera,25,32,6.4,7.4,Ausencia,Ausencia,Ausencia,Ausencia,15000,2400,290,3.4,2.1,0.31,0.27,2.8,39,11,<100,<0.005,<0.001,<0.01,<0.20,42,Extremadamente deteriorada,San Isidro,Reserva ecológica,-34.465.281,-58.493.061,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
14.0,Perú Puente,SI023,24/2/2021,2021.0,verano,28,28,3.6,7.67,Ausencia,Ausencia,Ausencia,Presencia,40000,37000,4800,2.8,4.2,0.86,0.53,4.8,<30,5.2,<100,<5.0,<0.001,0,<0.15,33,Extremadamente deteriorada,San Isidro,Perú puente,-34.484.169,-5.847.945,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
14.0,Perú Puente,SI023,19/5/2021,2021.0,otoño,18,17,3.29,7.42,Ausencia,Ausencia,Ausencia,Ausencia,15000,12000,2000,22.1,5,0.51,0.51,4.3,5.6,<30,6.9,<100,<0.005,<0.001,<10.000,38,Extremadamente deteriorada,San Isidro,Perú puente,-34.484.169,-5.847.945,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
14.0,Perú Puente,SI023,25/8/2021,2021.0,invierno,17,14,4.07,7.27,Ausencia,Ausencia,Ausencia,Ausencia,80000,5000,2800,21,1.6,0.41,0.45,4.1,<30,9,<100,<0.005,<0.001,<0.010,<0.20,36,Extremadamente deteriorada,San Isidro,Perú puente,-34.484.169,-5.847.945,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
14.0,Perú Puente,SI023,27/10/2021,2021.0,primavera,26,32.5,5.9,7.3,Ausencia,Ausencia,Ausencia,Ausencia,5000,2000,450,9,0.6,0.36,0.32,3.1,34,9.4,<100,<0.005,<0.001,<0.01,<0.20,46,Muy deteriorada,San Isidro,Perú puente,-34.484.169,-5.847.945,297.282,275.528,"""Explotación de minas y canteras con el 11,53%. Asimismo, es el segundo en participación en el rubro construcción""",0.0,5.0,1.0,6.0,3.0,1.0,1.0
13.0,Playa Espigón de Pacheco,SI024,24/2/2021,2021.0,verano,27,28,5.66,7.82,Ausencia,Ausencia,Ausencia,Presencia,7600,7000,270,5.5,0.37,0.56,0.34,<2.0,<30,35,<100,<5.0,<0.001,0.001,<0.15,42,Extremadamente deteriorada,,,,,,,,,,,,,,
13.0,Playa Espigón de Pacheco,SI024,19/5/2021,2021.0,otoño,15,16,9.44,7.99,Ausencia,Ausencia,Ausencia,Ausencia,2500,2000,100,6.2,0.82,0.36,0.36,13,3.9,<30,340,<100,0.007,<0.001,<10.000,48,Muy deteriorada,,,,,,,,,,,,,,
13.0,Playa Espigón de Pacheco,SI024,25/8/2021,2021.0,invierno,15.7,14.5,8.14,7.03,Ausencia,Ausencia,Ausencia,Ausencia,14000,4400,700,5.4,0.5,0.35,0.37,5.5,<30,23,<100,<0.005,<0.001,<0.010,<0.20,41,Extremadamente deteriorada,,,,,,,,,,,,,,
13.0,Playa Espigón de Pacheco,SI024,27/10/2021,2021.0,primavera,27.5,32,7.19,7.55,Ausencia,Ausencia,Ausencia,Ausencia,4000,300,30,5.6,0.1,0.31,0.3,<2.0,42,7.6,<100,<0.005,<0.001,<0.01,<0.20,54,Muy deteriorada,,,,,,,,,,,,,,
1.0,Canal Villanueva y Río Luján,TI001,24/2/2021,2021.0,verano,25.6,27,3.91,6.96,Ausencia,Ausencia,Ausencia,Presencia,4000,1000,330,6.5,0.4,0.92,0.37,<2.0,<30,60,<100,<5.0,<0.001,0,<0.15,42,Extremadamente deteriorada,,,,,,,,,,,,,,
1.0,Canal Villanueva y Río Luján,TI001,19/5/2021,2021.0,otoño,15.6,13,8.28,6.79,Ausencia,Ausencia,Ausencia,Ausencia,4000,200,50,3,0.98,0.2,0.2,4.1,<2.0,<30,110,<100,<0.005,<0.001,< 10.000,48,Muy deteriorada,,,,,,,,,,,,,,
1.0,Canal Villanueva y Río Luján,TI001,25/8/2021,2021.0,invierno,14.8,13,9.9,7.09,Ausencia,Ausencia,Ausencia,Ausencia,1000,200,68,2.1,1.1,<0.20,<0.10,<2.0,<30,27,<100,<0.005,<0.001,<0.010,<0.20,64,Muy deteriorada,,,,,,,,,,,,,,
1.0,Canal Villanueva y Río Luján,TI001,27/10/2021,2021.0,primavera,24.4,29,7.28,6.91,Ausencia,Ausencia,Ausencia,Presencia,400,200,65,2.7,0.44,0.27,0.12,<2.0,31,45,<100,<0.005,<0.001,0.00356,<0.20,55,Muy deteriorada,,,,,,,,,,,,,,
3.0,Canal Aliviador y Río Lujan,TI002,24/2/2021,2021.0,verano,24.6,24,1.21,7.12,Presencia,Presencia,Presencia,Presencia,20000,18000,4600,2.8,6,0.68,0.56,6.3,<30,17,<100,<5.0,<0.001,0.013,<0.15,26,Extremadamente deteriorada,,,,,,,,,,,,,,
3.0,Canal Aliviador y Río Lujan,TI002,19/5/2021,2021.0,otoño,15.7,13,4.82,7.04,Ausencia,Ausencia,Ausencia,Ausencia,80000,60000,5600,2.9,4.3,0.51,0.51,4.8,5.6,<30,70,<100,<0.005,<0.001,<10.000,36,Extremadamente deteriorada,,,,,,,,,,,,,,
3.0,Canal Aliviador y Río Lujan,TI002,25/8/2021,2021.0,invierno,14.7,14,2.3,6.8,Presencia,Ausencia,Ausencia,Ausencia,30000,10000,240,<2.0,3,0.57,0.58,5,<30,21,<100,<0.005,<0.001,<0.010,<0.20,34,Extremadamente deteriorada,,,,,,,,,,,,,,
3.0,Canal Aliviador y Río Lujan,TI002,27/10/2021,2021.0,primavera,24.6,29,1.81,6.71,Presencia,Presencia,Ausencia,Presencia,4000,1000,1350,<2.0,3.1,0.47,0.39,6,43,19,<100,<0.005,<0.001,0.03026,<0.20,34,Extremadamente deteriorada,,,,,,,,,,,,,,
4.0,Río Carapachay y Arroyo Gallo Fiambre,TI003,24/2/2021,2021.0,verano,24,24,2.9,6.82,Ausencia,Presencia,Ausencia,Presencia,4000,400,20,2.6,0.85,0.59,0.29,<2.0,<30,33,<100,<5.0,<0.001,0,<0.15,42,Extremadamente deteriorada,,,,,,,,,,,,,,
4.0,Río Carapachay y Arroyo Gallo Fiambre,TI003,19/5/2021,2021.0,otoño,15.1,13,4.87,7.05,Ausencia,Ausencia,Ausencia,Ausencia,40000,20000,1500,2.9,4.5,0.5,0.5,7.5,5.2,<30,110,<100,<0.005,<0.001,< 10.000,35,Extremadamente deteriorada,,,,,,,,,,,,,,
4.0,Río Carapachay y Arroyo Gallo Fiambre,TI003,25/8/2021,2021.0,invierno,14.4,11,3.31,6.79,Ausencia,Ausencia,Ausencia,Ausencia,10000,10000,1700,2.1,2.8,0.44,0.48,4.6,<30,20,<100,<0.005,<0.001,<0.010,<0.20,40,Extremadamente deteriorada,,,,,,,,,,,,,,
4.0,Río Carapachay y Arroyo Gallo Fiambre,TI003,27/10/2021,2021.0,primavera,23.8,31,4.71,6.77,Ausencia,Ausencia,Ausencia,Presencia,3000,2000,10,2,0.3,0.2,0.19,<2.0,37,33,<100,<0.005,<0.001,0,<0.20,49,Muy deteriorada,,,,,,,,,,,,,,
